tangent_height_km,R_lin,G_lin,B_lin
27.5342,4.224288e-01,4.844710e-01,7.223521e-01
27.5930,4.252852e-01,4.868215e-01,7.243158e-01
27.6517,4.281524e-01,4.891758e-01,7.262734e-01
27.7104,4.310273e-01,4.915325e-01,7.282265e-01
27.7691,4.339099e-01,4.938917e-01,7.301749e-01
27.8278,4.368000e-01,4.962532e-01,7.321184e-01
27.8865,4.396990e-01,4.986174e-01,7.340561e-01
27.9452,4.426066e-01,5.009841e-01,7.359878e-01
28.0039,4.455213e-01,5.033526e-01,7.379141e-01
28.0626,4.484428e-01,5.057229e-01,7.398351e-01
28.1213,4.513710e-01,5.080948e-01,7.417506e-01
28.1800,4.543083e-01,5.104688e-01,7.436584e-01
28.2387,4.572520e-01,5.128440e-01,7.455600e-01
28.2975,4.602018e-01,5.152204e-01,7.474557e-01
28.3562,4.631576e-01,5.175977e-01,7.493451e-01
28.4149,4.661201e-01,5.199761e-01,7.512273e-01
28.4736,4.690896e-01,5.223552e-01,7.531014e-01
28.5323,4.720643e-01,5.247346e-01,7.549686e-01
28.5910,4.750442e-01,5.271144e-01,7.568289e-01
28.6497,4.780290e-01,5.294942e-01,7.586821e-01
28.7084,4.810199e-01,5.318738e-01,7.605256e-01
28.7671,4.840155e-01,5.342530e-01,7.623609e-01
28.8258,4.870152e-01,5.366315e-01,7.641884e-01
28.8845,4.900187e-01,5.390092e-01,7.660079e-01
28.9432,4.930261e-01,5.413857e-01,7.678182e-01
29.0020,4.960377e-01,5.437605e-01,7.696175e-01
29.0607,4.990522e-01,5.461335e-01,7.714078e-01
29.1194,5.020692e-01,5.485047e-01,7.731890e-01
29.1781,5.050885e-01,5.508737e-01,7.749607e-01
29.2368,5.081101e-01,5.532395e-01,7.767200e-01
29.2955,5.111332e-01,5.556019e-01,7.784677e-01
29.3542,5.141572e-01,5.579610e-01,7.802048e-01
29.4129,5.171816e-01,5.603164e-01,7.819307e-01
29.4716,5.202061e-01,5.626675e-01,7.836446e-01
29.5303,5.232295e-01,5.650123e-01,7.853422e-01
29.5890,5.262514e-01,5.673517e-01,7.870268e-01
29.6477,5.292711e-01,5.696851e-01,7.886977e-01
29.7065,5.322879e-01,5.720119e-01,7.903543e-01
29.7652,5.352997e-01,5.743295e-01,7.919920e-01
29.8239,5.383045e-01,5.766361e-01,7.936091e-01
29.8826,5.413008e-01,5.789313e-01,7.952061e-01
29.9413,5.442851e-01,5.812118e-01,7.967788e-01
30.0000,5.472526e-01,5.834732e-01,7.983217e-01
